qacc,sacc,qlen,length,pident,qstart,qend,sstart,send,evalue,bitscore,alignment_coverage
group_180,NZ_JABCFE010000001,255,255,87.059,1,255,349342,349088,1.28e-83,312.0,1.0
group_1803,VP06050.contig00001,219,219,99.087,1,219,303739,303957,1.7e-106,387.0,1.0
group_1809,NZ_JABCFE010000003,759,762,78.74,1,759,102600,103355,0.0,639.0,1.0039525691699605
group_1822,JADQEE010000018.1,372,372,91.935,1,372,1494,1865,2.68e-151,536.0,1.0
group_1827,SPVP170102.contig00001,240,240,96.25,1,240,418454,418693,4.4399999999999996e-108,393.0,1.0
group_1830,SRR16324073.contig00006,213,213,94.836,1,213,15804,15592,9.13e-91,335.0,1.0
group_18325,SPVP170162.contig00001,1158,1158,100.0,1,1158,287580,286423,0.0,2089.0,1.0
group_1841,SRR18762455.contig00002,1971,1977,85.483,1,1971,109994,111966,0.0,2254.0,1.0030441400304415
group_1846,SPVP140090.contig00003,906,906,98.455,1,906,331627,330722,0.0,1572.0,1.0
group_1848,SPVP170049.contig00006,474,474,100.0,1,474,290677,291150,0.0,856.0,1.0
group_18483,NZ_CP051100,450,450,100.0,1,450,3270676,3271125,0.0,812.0,1.0
group_1852,JADQEE010000018.1,1038,1038,84.297,1,1038,1383,346,0.0,1138.0,1.0
group_1855,SPVP140090.contig00007,2145,2077,85.556,69,2145,34950,32874,0.0,2394.0,0.9682983682983684
group_1859,VP06050.contig00009,1116,1119,87.578,1,1116,3067,4173,0.0,1392.0,1.0026881720430108
group_1866,VP11139.contig00007,225,225,83.111,1,225,239842,239618,7.01e-61,235.0,1.0
group_187,NZ_NNEL01000032,384,384,94.271,1,384,110849,110466,1.18e-168,594.0,1.0
group_1877,DADYHI010000003,2154,2154,100.0,1,2154,485244,487397,0.0,3885.0,1.0
group_1879,VP07269.contig00025,393,393,98.219,1,393,5403,5795,0.0,678.0,1.0
group_1889,DADYHI010000003,969,888,89.077,1,888,483598,484485,0.0,1165.0,0.9164086687306502
group_1891,NZ_JAFLNR010000006,1170,1170,87.778,1,1170,15318,16487,0.0,1466.0,1.0
group_1894,JADQEE010000037.1,186,186,87.634,1,186,2845,2660,6.849999999999999e-60,233.0,1.0
group_1898,SRR16324073.contig00006,429,429,89.044,1,429,22008,22436,7.83e-159,563.0,1.0
group_19,JAJGNV010000002.1,465,372,97.849,1,372,156800,156430,5.75e-180,632.0,0.8
group_1900,SRR19641559.contig00017,393,393,98.219,1,393,37893,37501,0.0,678.0,1.0
group_1902,SRR16324073.contig00006,912,908,84.802,1,908,22572,23479,0.0,1016.0,0.9956140350877193
group_1903,NZ_NNHO01000001,765,765,97.516,1,765,90517,91281,0.0,1295.0,1.0
group_1905,NZ_LFYN01000147,1167,1167,84.919,1,1167,18545,19711,0.0,1312.0,1.0
group_1906,DADYHI010000003,408,408,94.853,1,408,481316,480909,0.0,642.0,1.0
group_1924,SRR16324073.contig00005,393,393,97.71,1,393,153804,154196,0.0,669.0,1.0
group_1928,VP07269.contig00014,357,357,100.0,1,357,103514,103158,0.0,645.0,1.0
group_193,SPVP170102.contig00001,624,626,95.048,1,624,747549,746926,0.0,985.0,1.0032051282051282
group_1935,SPVP110054.contig00001,156,156,98.077,1,156,290789,290944,2.21e-71,270.0,1.0
group_1936,AAXOXW010000037,279,279,98.925,1,279,5697,5975,2.54e-137,490.0,1.0
group_1944,SPVP140090.contig00027,306,306,99.673,1,306,4392,4697,1.19e-154,548.0,1.0
group_1949,NZ_NNEL01000036,600,601,99.501,1,600,32429,31830,0.0,1064.0,1.0016666666666667
group_195,SRR18609788.contig00018,420,420,89.048,1,420,44271,44687,4.83e-155,549.0,1.0
group_1951,SPVP140260.contig00001,1134,1110,91.892,27,1134,61368,60261,0.0,1591.0,0.9788359788359788
group_1970,SRR18763195.contig00004,315,315,98.73,1,315,386759,387073,1.01e-155,551.0,1.0
group_1971,DADYHI010000023,354,352,96.875,3,354,11829,11478,5.58e-166,586.0,0.9943502824858758
group_1973,SPVP150045.contig00002,618,618,99.838,1,618,477249,477866,0.0,1111.0,1.0
group_1987,NZ_JABCCB010000002,1083,1083,99.077,1,1083,333010,331928,0.0,1909.0,1.0
group_1992,VP11139.contig00059,474,474,87.131,1,474,1720,1247,3.25e-164,581.0,1.0
group_1996,NZ_LFYN01000133,351,351,99.715,1,351,10551,10202,6.3e-178,626.0,1.0
group_2009,NZ_JABCCB010000008,858,860,98.256,1,858,58193,59052,0.0,1481.0,1.0023310023310024
group_2019,DADYHI010000030,310,305,98.689,6,310,10284,10588,2.67e-150,533.0,0.9838709677419355
group_202,JADQEE010000011.1,803,803,100.0,1,803,77670,76868,0.0,1449.0,1.0
group_2023,SPVP110054.contig00015,1197,1197,99.499,1,1197,4006,2810,0.0,2132.0,1.0
group_2033,NZ_MUXG01000003,297,297,100.0,1,297,15512,15216,2.09e-151,536.0,1.0
group_2035,VP07269.contig00025,234,234,100.0,1,234,18728,18961,2.55e-117,423.0,1.0
group_2037,SRR18763195.contig00013,234,234,99.145,1,234,71687,71454,1.32e-114,414.0,1.0
group_2038,AAXOXW010000034,234,234,100.0,1,234,12552,12319,2.55e-117,423.0,1.0
group_2041,SPVP170146.contig00004,1263,1263,98.1,1,1263,60308,61570,0.0,2170.0,1.0
group_205,SPVP150139.contig00009,513,513,96.101,1,513,31017,30505,0.0,836.0,1.0
group_2051,NZ_KK020625,396,396,99.242,1,396,222472,222077,0.0,701.0,1.0
group_2054,SRR11823751.contig00049,393,393,98.982,1,393,2355,1964,0.0,688.0,1.0
group_20594,SPVP170098.contig00028,222,221,97.738,1,221,3663,3883,3.13e-103,377.0,0.9954954954954955
group_206,ABDZFE010000011,3696,3689,96.666,1,3689,20082,16394,0.0,6099.0,0.9981060606060606
group_2065,SPVP110054.contig00015,618,618,100.0,1,618,36108,35491,0.0,1115.0,1.0
group_2077,NZ_JNSU02000011,423,423,99.527,1,423,83877,83455,0.0,755.0,1.0
group_2081,NZ_LFYN01000106,762,762,100.0,1,762,23025,23786,0.0,1375.0,1.0
group_2082,VP11139.contig00048,354,354,97.458,1,354,1843,1490,8.84e-170,599.0,1.0
group_209,SRR18762455.contig00007,3372,3372,96.797,1,3372,107195,103824,0.0,5595.0,1.0
group_2098,SPVP150045.contig00002,534,535,99.813,1,534,460429,460963,0.0,957.0,1.0018726591760299
group_21,NZ_LFYN01000147,1287,1287,99.922,1,1287,22870,21584,0.0,2317.0,1.0
group_2101,SPVP170102.contig00002,271,271,99.631,1,271,216888,216619,1.28e-134,481.0,1.0
group_2105,NZ_JABCBN010000025,282,282,98.227,1,282,8116,7835,3.13e-136,487.0,1.0
group_2108,SPVP150045.contig00002,219,219,98.174,1,219,483547,483329,8.819999999999999e-104,378.0,1.0
group_2127,VP11139.contig00015,138,138,98.551,1,138,4337,4474,9.28e-63,241.0,1.0
group_2129,NZ_MUXG01000025,930,930,87.957,1,930,1230,2159,0.0,1173.0,1.0
group_2146,ABDZFE010000001,846,846,99.882,1,846,166798,167643,0.0,1522.0,1.0
group_21745,NZ_JABCBH010000006,885,885,100.0,1,885,70050,70934,0.0,1597.0,1.0
group_21746,NZ_JABCBH010000006,213,213,100.0,1,213,69723,69935,5.76e-106,385.0,1.0
group_2178,SPVP170098.contig00011,468,468,97.65,1,468,74790,74323,0.0,795.0,1.0
group_2182,SPVP110054.contig00022,453,453,100.0,1,453,32122,32574,0.0,818.0,1.0
group_2195,AAXOXW010000033,843,843,99.881,1,843,6688,5846,0.0,1517.0,1.0
group_220,NZ_CP051100,771,771,96.757,1,771,794144,793374,0.0,1278.0,1.0
group_2206,VP11139.contig00048,351,351,100.0,1,351,1488,1138,1.22e-180,634.0,1.0
group_2207,VP11139.contig00001,540,540,100.0,1,540,88993,89532,0.0,975.0,1.0
group_2211,SRR18609788.contig00024,480,480,97.917,1,480,27847,27368,0.0,821.0,1.0
group_2213,NZ_JABCBH010000007,233,233,98.712,1,233,59383,59153,6.81e-112,405.0,1.0
group_2216,ABDZFE010000001,570,570,98.596,1,570,169637,170206,0.0,993.0,1.0
group_2217,DADYHI010000001,252,252,100.0,1,252,107626,107375,4.69e-127,455.0,1.0
group_222,NZ_LFYN01000047,282,282,96.099,1,281,57277,56996,5.3e-127,456.0,1.0
group_2228,SPVP140107.contig00002,462,462,95.238,1,462,481079,480640,0.0,750.0,1.0
group_2252,SPVP140285.contig00023,552,552,96.377,1,552,21718,22269,0.0,906.0,1.0
group_2254,VP07269.contig00007,744,744,99.866,1,744,101860,102603,0.0,1338.0,1.0
group_2261,NZ_JACBSZ010000006,723,723,100.0,1,723,177627,176905,0.0,1305.0,1.0
group_2262,VP07269.contig00003,849,849,99.647,1,849,175154,176002,0.0,1518.0,1.0
group_2268,SPVP150085.contig00003,1008,1008,99.802,1,1008,138695,139702,0.0,1810.0,1.0
group_2295,SPVP110054.contig00001,144,144,97.222,1,144,294346,294489,2.78e-63,242.0,1.0
group_23,CP078611,933,933,100.0,1,933,2758143,2757211,0.0,1683.0,1.0
group_2300,NZ_BAVK01000026,786,786,100.0,1,786,8729,9514,0.0,1418.0,1.0
group_23017,SRR16324073.contig00002,345,345,96.812,1,345,64477,64821,3.42e-162,573.0,1.0
group_2305,SRR11823751.contig00003,219,216,99.537,4,219,27215,27000,5.94e-106,386.0,0.9863013698630136
group_2315,SPVP140285.contig00027,882,882,94.785,1,882,1072,233,0.0,1417.0,1.0
group_2316,NZ_JABCBN010000004,684,641,99.844,44,684,254621,253981,0.0,1152.0,0.9371345029239766
group_2318,VP07269.contig00005,465,465,100.0,1,465,57383,56919,0.0,839.0,1.0
group_2324,VP07003.contig00001,1458,1458,99.314,1,1458,753028,751577,0.0,2586.0,1.0
group_2331,NZ_KK020625,618,618,100.0,1,618,174146,174763,0.0,1115.0,1.0
group_2334,SRR11823751.contig00004,588,588,100.0,1,588,202256,202843,0.0,1061.0,1.0
group_2336,NZ_JAFLNR010000004,699,699,100.0,1,699,129649,128951,0.0,1261.0,1.0
group_234,NZ_CP046786,2790,2790,96.774,1,2790,1169066,1171854,0.0,4623.0,1.0
group_235,JACVHJ010000011.1,2982,2460,97.154,523,2982,12743,15202,0.0,4121.0,0.8249496981891348
group_2353,NZ_JNSU02000015,177,177,99.435,1,177,92972,93148,6.89e-85,315.0,1.0
group_23611,JACVHJ010000045.1,549,549,100.0,1,549,15810,16358,0.0,991.0,1.0
group_2362,NZ_CP046785,666,663,95.324,5,666,2490053,2490715,0.0,1053.0,0.9954954954954955
group_2363,SPVP150085.contig00008,157,157,100.0,1,157,112631,112787,1.01e-75,284.0,1.0
group_2369,NZ_JABCCB010000005,795,795,100.0,1,795,141709,140915,0.0,1434.0,1.0
group_2375,SRR11823746.contig00009,519,519,99.037,1,519,64173,63655,0.0,914.0,1.0
group_2379,VP11139.contig00032,351,351,99.715,1,351,5512,5163,6.3e-178,626.0,1.0
group_238,VP11139.contig00007,213,214,95.794,1,213,324012,323799,6.15e-93,343.0,1.0046948356807512
group_23819,NZ_MUXG01000029,402,360,76.111,1,357,776,1132,1.1599999999999999e-67,259.0,0.8955223880597015
group_2391,SPVP170098.contig00020,471,471,100.0,1,471,14070,14540,0.0,850.0,1.0
group_2394,JACVHT010000001.1,2850,2850,97.719,1,2850,171896,169065,0.0,4859.0,1.0
group_24,SRR4016801.contig00011,933,932,98.498,2,933,11863,12794,0.0,1618.0,0.9989281886387996
group_2411,NZ_JABCBN010000033,615,615,100.0,1,615,5555,6169,0.0,1110.0,1.0
group_2434,VP11139.contig00064,948,948,100.0,1,948,1218,2165,0.0,1710.0,1.0
group_2435,NZ_MUXG01000013,285,285,98.947,1,285,62167,62451,1.4399999999999998e-140,501.0,1.0
group_245,SRR11823751.contig00003,957,956,86.611,1,956,21727,20772,0.0,1148.0,0.9989550679205852
group_2466,SPVP110054.contig00015,1167,1167,99.572,1,1167,76873,78039,0.0,2083.0,1.0
group_2467,SPVP140285.contig00001,711,711,99.859,1,711,34924,35634,0.0,1278.0,1.0
group_2479,SRR18609788.contig00048,546,546,72.894,1,546,1360,1905,1.9600000000000002e-85,318.0,1.0
group_2487,SPVP170049.contig00014,831,831,100.0,1,831,92802,93632,0.0,1499.0,1.0
group_249,SPVP170011.contig00003,1848,1848,99.242,1,1848,216080,217927,0.0,3270.0,1.0
group_2491,SPVP110054.contig00015,831,831,99.639,1,831,35400,34570,0.0,1486.0,1.0
group_2492,NZ_JAFLNR010000004,306,306,99.673,1,306,118995,118690,1.19e-154,548.0,1.0
group_2494,SPVP110054.contig00015,282,282,99.291,1,282,55131,55412,1.42e-140,500.0,1.0
group_2499,NZ_NNEL01000026,687,687,97.089,1,687,169941,169255,0.0,1150.0,1.0
group_25,AAXOXW010000014,642,642,99.377,1,642,95745,96386,0.0,1141.0,1.0
group_2500,SPVP170098.contig00030,402,390,74.872,1,390,3156,3545,9.54e-69,262.0,0.9701492537313433
group_2533,SRR18762455.contig00013,408,408,96.324,1,408,22939,23331,0.0,673.0,1.0
group_2545,SRR16324073.contig00011,384,384,99.479,1,384,79198,78815,0.0,684.0,1.0
group_255,SPVP140285.contig00003,1764,1770,70.452,3,1764,52268,50504,0.0,806.0,1.0034013605442176
group_25981,NZ_JACBSZ010000034,561,560,93.75,1,560,3533,2974,0.0,853.0,0.9982174688057041
group_2600,NZ_JABCIE010000006,528,528,97.348,1,528,234758,234231,0.0,890.0,1.0
group_2616,AAXNRW010000004,825,825,99.394,1,825,78038,78862,0.0,1466.0,1.0
group_2617,AAXNRW010000004,261,261,100.0,1,261,67885,67625,6.35e-132,471.0,1.0
group_2618,SRR4016801.contig00008,825,825,99.515,1,825,210226,209402,0.0,1471.0,1.0
group_2628,SRR4016801.contig00002,276,276,100.0,1,276,275876,276151,4.859999999999999e-140,499.0,1.0
group_26444,SPVP150085.contig00034,504,504,91.468,1,504,6899,7399,0.0,714.0,1.0
group_2648,SPVP170011.contig00001,828,828,88.647,1,828,533951,534778,0.0,1152.0,1.0
group_2660,JAJGNV010000008.1,399,399,99.749,1,399,8669,9067,0.0,716.0,1.0
group_268,SRR11823746.contig00001,1821,1821,96.54,1,1821,155331,157151,0.0,3001.0,1.0
group_2690,SPVP170049.contig00003,942,942,99.575,1,942,34836,35776,0.0,1678.0,1.0
group_2694,NZ_JABCFE010000004,969,969,99.897,1,969,349947,350915,0.0,1744.0,1.0
group_27,NZ_LFYN01000106,1308,1309,95.111,1,1308,18892,20199,0.0,2066.0,1.0007645259938838
group_270,NZ_MUXG01000009,906,901,97.447,1,897,91312,90412,0.0,1521.0,0.9944812362030905
group_271,NZ_JAFLNR010000007,864,864,100.0,1,864,171273,172136,0.0,1559.0,1.0
group_27302,NZ_NNEL01000026,951,937,80.043,15,951,162748,161812,0.0,847.0,0.9852786540483701
group_2734,VP15198.contig00001,1242,1242,97.585,1,1242,682702,683943,0.0,2105.0,1.0
group_274,SPVP140090.contig00003,366,366,97.268,1,366,186489,186854,3.42e-175,616.0,1.0
group_2743,DADYHI010000030,223,215,100.0,9,223,6294,6080,4.98e-107,389.0,0.9641255605381166
group_2747,NZ_JNSU02000015,801,801,98.876,1,801,93375,94175,0.0,1405.0,1.0
group_2762,DADYHI010000031,588,558,93.548,31,588,4095,3543,0.0,840.0,0.9489795918367347
group_278,SPVP140285.contig00009,294,294,92.857,1,294,52346,52637,1.81e-120,434.0,1.0
group_2783,VP07269.contig00025,597,597,99.832,1,597,1080,1676,0.0,1073.0,1.0
group_279,NZ_JAFLNR010000018,858,858,97.786,1,858,4574,3717,0.0,1462.0,1.0
group_2799,SPVP170102.contig00001,525,525,97.714,1,525,430787,431311,0.0,893.0,1.0
group_2806,SPVP140260.contig00025,240,240,99.583,1,240,23216,23455,6.17e-119,429.0,1.0
group_2807,NZ_MUXG01000015,1146,1146,99.825,1,1146,85133,86278,0.0,2058.0,1.0
group_2823,NZ_JACBSZ010000015,456,456,99.781,1,456,28506,28961,0.0,819.0,1.0
group_2824,SPVP110054.contig00015,456,456,100.0,1,456,2704,2249,0.0,823.0,1.0
group_2825,SPVP170146.contig00004,456,456,99.781,1,456,74541,74996,0.0,819.0,1.0
group_2840,SRR19641559.contig00008,765,765,99.216,1,765,47641,48405,0.0,1353.0,1.0
group_2856,VP10022.contig00001,219,219,100.0,1,219,41587,41805,3.2900000000000004e-109,396.0,1.0
group_2857,NZ_JAFLNR010000004,219,219,100.0,1,219,119959,119741,3.2900000000000004e-109,396.0,1.0
group_2861,DADYHI010000030,276,276,99.638,1,276,16540,16265,2.07e-138,494.0,1.0
group_2867,SRR19641559.contig00004,165,165,98.788,1,165,478596,478760,2.5200000000000003e-77,289.0,1.0
group_2878,VP15198.contig00023,525,525,93.905,1,525,115,639,0.0,803.0,1.0
group_2879,SPVP110054.contig00015,219,219,100.0,1,219,72356,72138,3.2900000000000004e-109,396.0,1.0
group_28978,SRR11350400.contig00001,1086,913,93.538,1,913,383547,382635,0.0,1381.0,0.8406998158379374
group_2914,NZ_KK020569,435,435,99.08,1,435,733909,733475,0.0,767.0,1.0
group_2917,JACVHI010000018.1,594,594,99.663,1,594,70284,70877,0.0,1063.0,1.0
group_2932,SPVP150045.contig00002,1068,1068,99.906,1,1068,459349,460416,0.0,1922.0,1.0
group_2935,SPVP110054.contig00015,453,453,99.558,1,453,53920,54372,0.0,809.0,1.0
group_2936,DADYHI010000009,537,537,99.441,1,537,191669,192205,0.0,956.0,1.0
group_2952,NZ_JNSU02000047,357,357,99.72,1,357,1928,1572,0.0,640.0,1.0
group_2969,SRR16324073.contig00001,807,807,99.752,1,807,946404,947210,0.0,1447.0,1.0
group_2973,AAXNRW010000004,810,810,100.0,1,810,73044,72235,0.0,1462.0,1.0
group_2977,NZ_KK020625,810,810,100.0,1,810,173540,172731,0.0,1462.0,1.0
group_2982,VP15198.contig00012,2700,2505,83.593,202,2700,18781,16277,0.0,2666.0,0.9277777777777778
group_2984,SRR18763195.contig00003,405,405,100.0,1,405,2453,2049,0.0,731.0,1.0
group_2986,SPVP140260.contig00001,417,417,99.76,1,417,9165,8749,0.0,748.0,1.0
group_2988,SRR4016801.contig00003,894,894,97.092,1,894,415872,416765,0.0,1496.0,1.0
group_2992,JACVHT010000003.1,462,462,99.351,1,462,135692,135232,0.0,817.0,1.0
group_2997,NZ_JACBSZ010000006,216,216,100.0,1,216,172657,172872,1.38e-107,390.0,1.0
group_3,SPVP170146.contig00010,1107,1107,96.748,1,1107,192915,191809,0.0,1835.0,1.0
group_3004,SRR11823746.contig00028,1020,1020,93.627,1,1020,12474,13493,0.0,1547.0,1.0
group_302,SPVP170146.contig00008,165,165,99.394,1,165,194741,194577,2.07e-78,294.0,1.0
group_3022,VP11139.contig00048,768,771,73.671,1,768,3815,3048,1.0399999999999999e-128,463.0,1.00390625
group_3024,JACVHT010000008.1,1131,1131,99.646,1,1131,180106,181236,0.0,2022.0,1.0
group_303,DADYHI010000004,918,918,99.891,1,918,27921,27004,0.0,1652.0,1.0
group_3036,SRR16324073.contig00011,720,720,100.0,1,720,79624,80343,0.0,1299.0,1.0
group_3038,JAJGNV010000004.1,345,331,78.248,34,345,75058,75387,3.6700000000000004e-73,278.0,0.9594202898550724
group_3045,VP11139.contig00011,909,909,100.0,1,909,59131,60039,0.0,1640.0,1.0
group_30456,NZ_LFYN01000051,528,527,91.461,5,528,3399,3925,0.0,737.0,0.9981060606060606
group_3047,SPVP170102.contig00004,1248,1248,87.099,1,1248,329448,328201,0.0,1526.0,1.0
group_3051,NZ_CP051100,525,525,93.905,1,525,806069,806593,0.0,803.0,1.0
group_3053,SPVP170162.contig00007,393,393,96.692,1,393,112510,112902,0.0,651.0,1.0
group_3054,SPVP150139.contig00005,726,726,95.455,1,726,203968,204693,0.0,1161.0,1.0
group_3061,SPVP170098.contig00002,420,420,99.524,1,420,100152,99733,0.0,749.0,1.0
group_3062,NZ_JAFLNR010000007,1014,949,87.777,67,1014,266008,265075,0.0,1190.0,0.9358974358974359
group_3065,NZ_MUXG01000019,264,263,87.452,2,264,7522,7260,6.03e-88,326.0,0.9962121212121212
group_3066,DADYHI010000002,255,255,98.824,1,255,187002,187256,2.46e-124,447.0,1.0
group_3073,SPVP140090.contig00003,759,759,97.365,1,759,191224,191982,0.0,1279.0,1.0
group_3076,VP10022.contig00001,582,582,98.797,1,582,106944,107524,0.0,1015.0,1.0
group_3082,SPVP140090.contig00009,531,531,99.623,1,531,114,644,0.0,949.0,1.0
group_3083,AAXOXW010000025,651,651,100.0,1,651,7167,7817,0.0,1175.0,1.0
group_3086,SPVP140090.contig00007,543,543,91.713,1,543,11654,11112,0.0,777.0,1.0
group_3087,SRR19641559.contig00004,555,556,98.741,1,555,9160,9715,0.0,968.0,1.0018018018018018
group_3093,NZ_JABCCB010000010,618,618,100.0,1,618,75652,75035,0.0,1115.0,1.0
group_31,VP06050.contig00005,621,622,85.531,1,621,257448,258068,0.0,710.0,1.001610305958132
group_3107,SPVP150085.contig00011,309,309,98.382,1,309,13573,13268,2.66e-150,534.0,1.0
group_3111,SPVP110054.contig00014,2367,2374,85.131,1,2367,58118,60488,0.0,2668.0,1.0029573299535277
group_3113,VP07269.contig00008,165,165,80.606,1,165,181744,181876,1.1500000000000001e-43,178.0,1.0
group_3119,VP15198.contig00004,936,936,99.786,1,936,246992,246057,0.0,1680.0,1.0
group_3126,NZ_JAFLNR010000009,1509,1509,89.264,1,1509,100352,101857,0.0,1990.0,1.0
group_3128,SPVP140260.contig00015,1071,1071,100.0,1,1071,3407,2337,0.0,1932.0,1.0
group_3129,SRR4016801.contig00002,1029,1029,97.473,1,1029,241270,242298,0.0,1739.0,1.0
group_3131,NZ_KK020655,186,179,75.419,8,186,17035,16857,7.32e-28,125.0,0.9623655913978495
group_3135,NZ_NNKS01000009,750,763,72.346,1,750,60004,59291,4.62e-114,414.0,1.0173333333333334
group_3138,VP10022.contig00027,453,453,96.689,1,453,5805,6257,0.0,750.0,1.0
group_314,NZ_JAFLNR010000002,732,732,100.0,1,732,271058,271789,0.0,1321.0,1.0
group_316,NZ_KK020603,999,999,98.098,1,999,303130,304128,0.0,1717.0,1.0
group_3164,SRR17888663.contig00011,138,136,90.441,1,136,30233,30098,1.79e-46,187.0,0.9855072463768116
group_3170,NZ_JABCBH010000011,594,595,93.782,1,594,121578,122166,0.0,900.0,1.0016835016835017
group_3178,SRR18762455.contig00002,1392,1392,97.845,1,1392,372622,371231,0.0,2376.0,1.0
group_3179,NZ_NNKS01000016,936,942,74.204,1,936,18968,19903,4.4600000000000003e-166,588.0,1.0064102564102564
group_3197,SPVP140285.contig00006,462,464,94.612,1,462,287514,287056,0.0,718.0,1.0043290043290043
group_3218,VP11139.contig00011,465,465,98.495,1,465,46092,46556,0.0,808.0,1.0
group_322,SRR11823746.contig00017,97,97,100.0,1,97,11242,11146,2.0500000000000003e-43,176.0,1.0
group_3227,NZ_JABCBN010000028,675,675,100.0,1,675,1507,833,0.0,1218.0,1.0
group_3229,SRR18762455.contig00001,2430,2430,97.819,1,2430,167056,164627,0.0,4144.0,1.0
group_323,SRR11823751.contig00003,648,648,99.846,1,648,26746,26099,0.0,1165.0,1.0
group_3230,SPVP170146.contig00004,1011,1011,100.0,1,1011,51332,52342,0.0,1824.0,1.0
group_3238,SPVP170049.contig00018,759,758,87.731,1,753,20739,19982,0.0,944.0,0.9986824769433466
group_324,VP07269.contig00016,978,964,98.548,16,978,82640,81677,0.0,1673.0,0.9856850715746421
group_3252,AAXOXW010000034,282,282,100.0,1,282,10124,9843,2.74e-143,509.0,1.0
group_3254,SRR18762455.contig00002,984,984,97.967,1,984,365045,364062,0.0,1685.0,1.0
group_3259,NZ_JABCFE010000005,2757,2757,97.388,1,2757,103995,106751,0.0,4648.0,1.0
group_3260,SRR13684777.contig00017,102,97,92.784,6,102,100319,100223,1.3e-33,144.0,0.9509803921568627
group_3264,SRR18609788.contig00008,1167,1166,99.228,1,1166,62689,61524,0.0,2063.0,0.9991431019708654
group_3273,NZ_CP046785,441,415,97.59,1,415,2741949,2741535,0.0,704.0,0.9410430839002267
group_3295,SPVP150139.contig00005,291,254,88.976,1,254,205172,205425,4.51e-90,333.0,0.872852233676976
group_3298,SPVP170146.contig00008,858,858,93.823,1,858,200517,199660,0.0,1309.0,1.0
group_3304,SRR11823751.contig00023,2073,1725,92.348,1,1723,50485,48763,0.0,2511.0,0.8321273516642547
group_3306,SRR18034811.contig00004,1530,1530,100.0,1,1530,9756,11285,0.0,2760.0,1.0
group_3309,VP07269.contig00005,393,393,99.491,1,393,74546,74154,0.0,700.0,1.0
group_3310,SPVP170011.contig00011,1050,973,98.356,1,973,27153,26181,0.0,1683.0,0.9266666666666666
group_3311,NZ_JABCBN010000009,153,153,96.078,1,153,93466,93618,2.02e-65,250.0,1.0
group_3324,SRR19641559.contig00012,2427,2428,87.932,1,2427,20841,18418,0.0,3049.0,1.0004120313143798
group_3330,SRR18762455.contig00002,1134,1134,97.884,1,1134,357946,356813,0.0,1938.0,1.0
group_33321,SPVP150085.contig00007,456,456,99.781,1,456,225003,225458,0.0,819.0,1.0
group_33322,SPVP170146.contig00046,519,517,98.066,3,519,172,688,0.0,888.0,0.9961464354527938
group_33325,NZ_JNSU02000022,1203,1203,99.917,1,1203,8454,7252,0.0,2166.0,1.0
group_3333,VP07003.contig00001,1407,1407,98.01,1,1407,258532,259920,0.0,2424.0,1.0
group_3341,SPVP170102.contig00004,2112,2112,96.686,1,2112,424523,426634,0.0,3494.0,1.0
group_33436,SPVP170098.contig00047,400,400,99.5,1,400,1355,1754,0.0,713.0,1.0
group_3344,JADQEE010000007.1,1062,1051,99.239,1,1051,182791,181741,0.0,1860.0,0.9896421845574388
group_3353,SRR17888663.contig00001,387,387,100.0,1,387,678833,679219,0.0,699.0,1.0
group_33563,SRR18762455.contig00002,618,618,96.602,1,618,303563,302946,0.0,1021.0,1.0
group_33564,SRR18762455.contig00002,264,264,99.621,1,264,302742,302479,6.430000000000001e-132,472.0,1.0
group_33571,SRR19641559.contig00030,228,226,98.673,1,226,2165,1940,1.1999999999999999e-108,395.0,0.9912280701754386
group_33572,VP10022.contig00023,606,606,97.525,1,606,11478,12083,0.0,1026.0,1.0
group_33581,SRR18762455.contig00004,585,585,100.0,1,585,48113,48697,0.0,1056.0,1.0
group_336,SRR18609788.contig00001,678,678,100.0,1,678,164034,163357,0.0,1223.0,1.0
group_3362,SPVP140260.contig00027,105,105,97.143,1,105,26808,26912,2.28e-43,177.0,1.0
group_33627,SPVP170098.contig00033,303,303,99.67,1,303,536,234,5.03e-153,543.0,1.0
group_33628,VP11139.contig00026,387,392,90.051,1,387,9953,9562,1.4500000000000001e-148,527.0,1.0129198966408268
group_33629,SPVP150139.contig00025,489,489,97.751,1,489,14705,15193,0.0,833.0,1.0
group_33630,SPVP140107.contig00020,628,628,99.841,1,628,1744,2370,0.0,1125.0,1.0
group_33631,SPVP170098.contig00056,651,539,99.629,1,539,1186,648,0.0,964.0,0.8279569892473119
group_33632,VP11139.contig00094,537,537,90.689,1,537,654,118,0.0,744.0,1.0
group_33633,SPVP140259.contig00030,351,351,97.436,1,351,3929,4279,3.72e-168,593.0,1.0
group_33634,SPVP140259.contig00016,366,368,76.087,1,366,13396,13031,3.6699999999999996e-67,258.0,1.005464480874317
group_33635,NZ_CP046785,480,480,83.333,1,480,2486187,2486666,5.96e-142,506.0,1.0
group_33636,VP11139.contig00035,804,804,100.0,1,804,3127,3930,0.0,1451.0,1.0
group_33637,VP11139.contig00062,471,471,99.788,1,471,1909,2379,0.0,846.0,1.0
group_33638,SPVP170098.contig00033,810,810,98.765,1,810,2075,1275,0.0,1420.0,1.0
group_33639,JACVHJ010000045.1,471,475,94.105,1,471,1936,2406,0.0,716.0,1.0084925690021231
