qacc,sacc,qlen,length,pident,qstart,qend,sstart,send,evalue,bitscore,alignment_coverage
group_40972,NC_004603,603,603,98.176,1,603,1925552,1924950,0.0,1039.0,1.0
group_40980,NC_004603,285,275,66.182,1,273,1455125,1455396,5.54e-11,64.4,0.9649122807017544
group_410,NC_004605,552,552,94.928,1,552,1419228,1418677,0.0,870.0,1.0
group_41006,NC_004603,552,553,85.172,1,552,1930296,1929744,1.6500000000000003e-179,625.0,1.0018115942028984
group_41032,NC_004603,417,417,97.842,1,417,1908176,1907760,0.0,712.0,1.0
group_4137,NC_004605,1236,1236,100.0,1,1236,436280,437515,0.0,2230.0,1.0
group_4155,NC_004605,726,726,93.526,1,726,1433691,1432966,0.0,1098.0,1.0
group_4224,NC_004605,783,783,95.147,1,783,1404375,1403593,0.0,1242.0,1.0
group_4240,NC_004605,651,651,81.874,1,651,1420391,1419744,0.0,641.0,1.0
group_4249,NC_004605,300,300,98.0,1,300,217284,216986,1.37e-145,511.0,1.0
group_432,NC_004605,591,591,94.585,1,591,1382549,1381959,0.0,922.0,1.0
group_435,NC_004605,516,421,99.05,1,421,388634,389054,0.0,742.0,0.8158914728682171
group_4355,NC_004603,894,776,77.964,125,893,1633437,1634202,4.02e-177,618.0,0.8680089485458613
group_4380,NC_004605,1002,1002,100.0,1,1002,1421404,1420403,0.0,1808.0,1.0
group_44,NC_004605,2631,2631,99.278,1,2631,1041000,1043624,0.0,4661.0,1.0
group_4568,NC_004603,1878,1880,88.989,1,1878,1131681,1129807,0.0,2446.0,1.0010649627263046
group_4597,NC_004603,393,367,87.466,27,393,1125154,1125520,1.23e-128,455.0,0.9338422391857506
group_4613,NC_004603,804,814,78.501,1,802,383667,382878,0.0,690.0,1.0124378109452736
group_4683,NC_004605,522,522,86.973,1,522,938772,938278,0.0,651.0,1.0
group_4742,NC_004603,381,381,90.814,1,381,118354,118003,2.0100000000000002e-157,552.0,1.0
group_4781,NC_004605,888,888,99.887,1,888,1453093,1453980,0.0,1598.0,1.0
group_4810,NC_004603,555,489,81.595,74,555,1940022,1939537,6.18e-128,454.0,0.8810810810810811
group_4813,NC_004605,684,684,95.175,1,684,1413728,1413045,0.0,1086.0,1.0
group_4814,NC_004605,309,270,80.37,43,309,1414733,1414467,3.8100000000000005e-64,241.0,0.8737864077669902
group_4856,NC_004605,711,711,94.093,1,711,1403242,1402532,0.0,1094.0,1.0
group_4857,NC_004605,363,363,95.317,1,363,1402204,1401842,1.38e-165,579.0,1.0
group_4858,NC_004605,690,690,93.623,1,690,1405517,1404828,0.0,1047.0,1.0
group_4863,NC_004603,165,164,87.195,2,165,1974537,1974700,1.6699999999999999e-52,202.0,0.9939393939393939
group_488,NC_004603,297,260,96.923,1,260,2470278,2470019,2.9900000000000003e-122,434.0,0.8754208754208754
group_4979,NC_004605,378,378,97.884,1,378,1432360,1431983,0.0,646.0,1.0
group_4991,NC_004605,2319,2354,69.584,1,2317,1328283,1330596,0.0,939.0,1.015092712376024
group_5014,NC_004605,627,627,99.522,1,627,1467625,1467002,0.0,1116.0,1.0
group_5032,NC_004605,2064,2064,98.304,1,2064,1379648,1377600,0.0,3574.0,1.0
group_505,NC_004605,300,300,97.667,1,300,1431403,1431104,4.78e-145,510.0,1.0
group_5059,NC_004603,222,198,86.364,1,198,1975135,1974938,1.13e-62,236.0,0.8918918918918919
group_5134,NC_004603,192,192,86.979,1,192,1679799,1679608,3.34e-62,234.0,1.0
group_5139,NC_004605,1875,1875,98.56,1,1875,1467005,1465131,0.0,3260.0,1.0
group_5140,NC_004605,954,930,85.484,25,954,1465110,1464181,0.0,1069.0,0.9748427672955975
group_523,NC_004603,888,823,94.654,66,888,1632312,1633134,0.0,1287.0,0.9268018018018018
group_5239,NC_004605,1209,1209,97.849,1,1209,938772,937565,0.0,2060.0,1.0
group_5241,NC_004603,456,456,87.719,1,456,1676452,1676000,9.080000000000001e-163,569.0,1.0
group_5308,NC_004603,465,379,88.127,1,377,1659120,1658743,1.57e-134,475.0,0.8150537634408602
group_5343,NC_004605,495,495,97.172,1,495,812822,813316,0.0,830.0,1.0
group_5357,NC_004603,1083,1083,81.163,1,1083,1443999,1445081,0.0,1034.0,1.0
group_5359,NC_004603,4650,3925,87.006,728,4650,2849255,2845333,0.0,4765.0,0.8440860215053764
group_538,NC_004605,258,258,91.473,1,258,1438035,1437778,3.12e-102,367.0,1.0
group_539,NC_004605,459,459,90.85,1,459,1437241,1436783,0.0,639.0,1.0
group_5390,NC_004603,345,292,92.123,1,292,403433,403142,6.329999999999999e-119,424.0,0.8463768115942029
group_5426,NC_004605,120,120,89.167,1,120,1684119,1684012,8.24e-42,165.0,1.0
group_5433,NC_004603,414,414,99.758,1,414,2354061,2353648,0.0,743.0,1.0
group_5557,NC_004603,150,149,91.946,1,149,391608,391460,6.79e-57,215.0,0.9933333333333333
group_5574,NC_004605,1107,1107,91.418,1,1107,1397925,1396819,0.0,1569.0,1.0
group_5579,NC_004603,477,395,94.684,1,395,1667809,1668203,2.09e-177,618.0,0.8280922431865828
group_5587,NC_004603,573,532,72.932,43,573,230313,230843,7.31e-83,304.0,0.9284467713787086
group_5609,NC_004605,741,741,87.314,1,741,938281,937565,0.0,930.0,1.0
group_5698,NC_004603,120,113,99.115,8,120,2256311,2256423,4e-52,200.0,0.9416666666666667
group_5752,NC_004605,204,211,76.303,1,202,939350,939146,6.469999999999999e-40,160.0,1.0343137254901962
group_5767,NC_004603,186,186,100.0,1,186,2976732,2976917,3.67e-93,336.0,1.0
group_5794,NC_004605,103,101,98.02,3,103,190621,190720,1.6000000000000001e-43,170.0,0.9805825242718447
group_5807,NC_004603,4401,3723,97.448,1,3723,1627036,1630734,0.0,6304.0,0.8459441036128152
group_584,NC_004605,276,276,99.275,1,276,432614,432889,4.09e-139,489.0,1.0
group_5854,NC_004605,459,440,82.273,20,459,1347839,1347400,9.16e-125,443.0,0.9586056644880174
group_5912,NC_004603,252,252,96.032,1,252,2583037,2583282,2.85e-115,411.0,1.0
group_5956,NC_004603,2328,2328,99.141,1,2328,61411,59090,0.0,4110.0,1.0
group_5985,NC_004603,183,183,98.361,1,183,798765,798583,3.37e-87,317.0,1.0
group_6078,NC_004605,855,856,99.299,1,855,1398845,1397990,0.0,1514.0,1.001169590643275
group_6080,NC_004603,1233,1013,79.072,223,1232,1632125,1633133,0.0,856.0,0.8215733982157339
group_6099,NC_004603,1233,1213,78.483,1,1213,3087672,3086460,0.0,1012.0,0.9837793998377939
group_6104,NC_004603,1173,1178,76.825,1,1173,3087825,3088997,0.0,863.0,1.0042625745950555
group_6120,NC_004603,906,815,79.755,88,898,1633391,1634205,0.0,726.0,0.8995584988962473
group_617,NC_004603,885,809,74.907,85,884,1632334,1633133,8.21e-148,520.0,0.9141242937853107
group_6245,NC_004605,996,996,94.578,1,996,1821846,1820851,0.0,1553.0,1.0
group_6346,NC_004603,888,823,89.186,66,888,1632312,1633134,0.0,1084.0,0.9268018018018018
group_6353,NC_004605,261,260,69.615,1,260,1462162,1461903,1.11e-25,113.0,0.9961685823754789
group_6367,NC_004603,246,221,76.471,1,219,1670197,1669978,3.39e-38,154.0,0.8983739837398373
group_6370,NC_004605,1377,1371,75.492,1,1365,1462752,1464113,0.0,954.0,0.9956427015250545
group_6419,NC_004603,972,971,77.652,1,970,1445890,1446859,0.0,766.0,0.9989711934156379
group_6457,NC_004603,636,612,78.758,3,614,1446867,1447478,2.04e-147,518.0,0.9622641509433962
group_6551,NC_004603,723,721,98.752,3,723,2004078,2003359,0.0,1257.0,0.9972337482710927
group_6571,NC_004603,280,280,99.643,1,280,1443736,1443458,2.8e-141,498.0,1.0
group_6618,NC_004605,519,519,99.037,1,519,1799162,1799680,0.0,914.0,1.0
group_6652,NC_004603,630,630,98.095,1,630,2096460,2095831,0.0,1083.0,1.0
group_6682,NC_004603,240,211,93.365,1,198,1817168,1817378,8.83e-90,325.0,0.8791666666666667
group_6699,NC_004603,108,108,87.963,1,107,2663032,2662926,5.21e-31,130.0,1.0
group_6737,NC_004605,1398,1398,100.0,1,1398,432886,434283,0.0,2522.0,1.0
group_675,NC_004603,1767,1767,97.34,1,1767,1483454,1485205,0.0,2984.0,1.0
group_6775,NC_004605,1614,1402,71.897,202,1599,349134,347741,0.0,719.0,0.8686493184634448
group_6783,NC_004605,597,600,83.167,1,597,1460823,1461419,6.230000000000001e-179,624.0,1.0050251256281406
group_6820,NC_004603,1020,1020,100.0,1,1020,214337,215356,0.0,1840.0,1.0
group_6831,NC_004603,783,669,75.635,57,725,1348205,1347537,3.29e-133,472.0,0.8544061302681992
group_6833,NC_004603,720,720,100.0,1,720,213621,214340,0.0,1299.0,1.0
group_6834,NC_004605,1374,1370,75.985,1,1370,1462752,1464121,0.0,988.0,0.9970887918486172
group_6836,NC_004605,1926,1928,88.434,1,1926,1457867,1459789,0.0,2470.0,1.0010384215991692
group_6866,NC_004605,753,753,96.414,1,753,1409747,1408995,0.0,1237.0,1.0
group_6876,NC_004603,136,136,94.853,1,136,1965211,1965076,2.11e-56,214.0,1.0
group_690,NC_004605,450,450,98.667,1,450,753260,753709,0.0,785.0,1.0
group_6923,NC_004603,276,276,98.913,1,276,1969204,1968929,1.74e-137,485.0,1.0
group_699,NC_004605,255,255,98.824,1,255,750849,751103,4.01e-126,447.0,1.0
group_6990,NC_004603,210,201,84.577,10,210,1969976,1970173,2.8400000000000003e-57,217.0,0.9571428571428572
group_6996,NC_004605,1203,1203,97.672,1,1203,1456679,1457866,0.0,2053.0,1.0
group_7012,NC_004603,438,437,88.787,1,436,3192373,3192807,2.49e-163,571.0,0.997716894977169
group_7046,NC_004605,1047,1013,71.076,38,1047,1434711,1433702,2.62e-142,503.0,0.9675262655205349
group_7081,NC_004605,807,807,96.53,1,807,1422579,1421773,0.0,1330.0,1.0
group_7083,NC_004603,507,507,100.0,1,507,1506285,1506791,0.0,915.0,1.0
group_7084,NC_004603,411,411,100.0,1,411,1508337,1508747,0.0,742.0,1.0
group_7090,NC_004603,3390,3390,100.0,1,3390,1515439,1512050,0.0,6114.0,1.0
group_7094,NC_004603,600,600,100.0,1,600,1517276,1517875,0.0,1083.0,1.0
group_710,NC_004603,768,769,77.763,1,768,204823,204056,1.7799999999999999e-174,609.0,1.0013020833333333
group_7114,NC_004603,729,729,100.0,1,729,669226,668498,0.0,1315.0,1.0
group_7127,NC_004605,375,375,96.0,1,375,1408760,1408386,8.41e-175,609.0,1.0
group_7175,NC_004603,468,469,72.708,1,459,2384491,2384949,3.27e-67,251.0,1.0021367521367521
group_7184,NC_004605,873,873,98.74,1,873,1199647,1198781,0.0,1526.0,1.0
group_7207,NC_004603,120,120,95.833,1,120,2729395,2729276,1.7e-50,195.0,1.0
group_7215,NC_004603,2205,2205,97.279,1,2205,1522119,1524323,0.0,3707.0,1.0
group_7216,NC_004603,645,597,99.497,49,645,1524320,1524916,0.0,1064.0,0.9255813953488372
group_7217,NC_004603,588,588,99.49,1,587,1524931,1525518,0.0,1044.0,1.0
group_7218,NC_004603,543,546,99.084,1,543,1525615,1526160,0.0,952.0,1.0055248618784531
group_7219,NC_004603,576,574,97.561,3,576,1526423,1526996,0.0,973.0,0.9965277777777778
group_7273,NC_004605,1095,975,97.128,1,975,1389595,1388621,0.0,1633.0,0.8904109589041096
group_7276,NC_004605,258,258,98.45,1,258,544402,544145,1.1599999999999999e-126,448.0,1.0
group_7288,NC_004605,1209,1115,74.26,1,1103,1452705,1451598,0.0,699.0,0.9222497932175352
group_7308,NC_004603,771,716,71.089,1,713,1468883,1469595,3.2399999999999996e-95,346.0,0.9286640726329443
group_731,NC_004605,480,480,100.0,1,480,1082023,1081544,0.0,866.0,1.0
group_7396,NC_004603,1935,1935,99.432,1,1935,688251,690184,0.0,3437.0,1.0
group_7406,NC_004603,986,986,99.594,1,986,747274,746289,0.0,1761.0,1.0
group_7433,NC_004603,999,999,100.0,1,999,1510503,1511501,0.0,1802.0,1.0
group_7437,NC_004603,1326,1326,100.0,1,1326,1519904,1521229,0.0,2392.0,1.0
group_7438,NC_004603,792,792,100.0,1,792,1521226,1522017,0.0,1429.0,1.0
group_7442,NC_004603,501,501,100.0,1,501,1519392,1519892,0.0,904.0,1.0
group_7476,NC_004603,129,129,100.0,1,129,1675146,1675018,2.12e-62,233.0,1.0
group_7500,NC_004603,165,165,93.939,1,165,1974536,1974700,3.02e-68,253.0,1.0
group_7540,NC_004605,1389,1389,97.84,1,1389,100650,99262,0.0,2370.0,1.0
group_7582,NC_004603,471,471,98.514,1,471,1899911,1900381,0.0,819.0,1.0
group_7589,NC_004605,486,486,93.004,1,486,1407900,1408385,0.0,724.0,1.0
group_7599,NC_004603,570,472,94.703,44,515,1527058,1527528,0.0,736.0,0.8280701754385965
group_76,NC_004605,735,735,100.0,1,735,440038,440772,0.0,1326.0,1.0
group_7612,NC_004603,570,494,93.522,22,515,1527036,1527528,0.0,744.0,0.8666666666666667
group_7637,NC_004603,321,321,99.688,1,321,1971411,1971730,1.79e-163,572.0,1.0
group_7661,NC_004605,318,318,94.654,1,318,942895,942584,9.209999999999999e-142,499.0,1.0
group_7707,NC_004605,321,321,100.0,1,321,70250,70570,3.4600000000000004e-166,580.0,1.0
group_7775,NC_004603,387,389,93.573,1,387,1673539,1673153,3.4600000000000004e-167,584.0,1.0051679586563307
group_7800,NC_004603,114,114,91.228,1,114,391446,391333,9.43e-41,161.0,1.0
group_7804,NC_004605,267,230,87.826,1,230,945239,945010,7.150000000000001e-79,289.0,0.8614232209737828
group_7807,NC_004603,2169,2170,98.525,1,2169,1508337,1510506,0.0,3766.0,1.0004610419548179
group_7809,NC_004603,201,201,98.507,1,201,670366,670566,6.35e-97,350.0,1.0
group_7810,NC_004603,183,183,98.907,1,183,690614,690796,7.93e-89,322.0,1.0
group_7830,NC_004603,1591,1591,98.806,1,1591,1504684,1506274,0.0,2784.0,1.0
group_7832,NC_004603,1377,1378,99.202,1,1377,1516838,1515461,0.0,2433.0,1.0007262164124908
group_7833,NC_004603,1527,1527,98.101,1,1527,1517885,1519399,0.0,2630.0,1.0
group_7838,NC_004603,1476,1476,100.0,1,1476,1506800,1508275,0.0,2663.0,1.0
group_7843,NC_004603,231,229,77.293,1,229,1660991,1661219,7.94e-46,179.0,0.9913419913419913
group_7844,NC_004603,147,139,79.137,9,147,1673865,1673727,3.92e-28,121.0,0.9455782312925171
group_7884,NC_004605,180,180,99.444,1,180,943054,942876,3.31e-87,317.0,1.0
group_7897,NC_004605,882,886,97.856,1,882,1366246,1367127,0.0,1511.0,1.0045351473922903
group_7925,NC_004603,138,138,100.0,1,138,1633165,1633302,2.98e-67,250.0,1.0
group_7939,NC_004603,519,483,97.723,37,519,1948068,1947586,0.0,822.0,0.930635838150289
group_7942,NC_004603,714,714,97.899,1,714,1170232,1170945,0.0,1221.0,1.0
group_7952,NC_004603,345,345,100.0,1,345,1663157,1663501,3.49e-179,623.0,1.0
group_7955,NC_004603,1116,1122,77.184,1,1116,1671940,1670828,0.0,843.0,1.0053763440860215
group_7956,NC_004605,318,318,95.283,1,318,939350,939033,6.2e-144,507.0,1.0
group_7972,NC_004603,519,519,97.881,1,519,674512,675021,0.0,891.0,1.0
group_7984,NC_004603,159,172,90.116,1,159,1664891,1665062,1.82e-64,242.0,1.0817610062893082
group_7986,NC_004603,516,516,97.287,1,516,687727,688242,0.0,868.0,1.0
group_7996,NC_004603,402,335,90.746,1,335,1660628,1660962,2.43e-131,465.0,0.8333333333333334
group_7997,NC_004605,1183,1183,99.915,1,1183,942069,940888,0.0,2126.0,1.0
group_7998,NC_004603,369,369,95.664,1,369,1680747,1680386,5.22e-171,596.0,1.0
group_8012,NC_004603,1275,1277,98.669,1,1275,689308,690584,0.0,2220.0,1.0015686274509803
group_8016,NC_004603,1515,1515,100.0,1,1515,1661641,1663155,0.0,2733.0,1.0
group_8017,NC_004603,312,312,97.115,1,312,1974688,1974999,7.91e-149,523.0,1.0
group_8020,NC_004605,195,165,98.788,1,165,935753,935589,5.0400000000000003e-79,289.0,0.8461538461538461
group_8023,NC_004603,324,324,94.136,1,324,385256,385577,3.28e-141,497.0,1.0
group_8028,NC_004605,213,213,93.427,1,213,318016,318222,1.15e-87,318.0,1.0
group_8030,NC_004605,867,702,99.145,1,702,311714,312415,0.0,1240.0,0.8096885813148789
group_8042,NC_004603,501,484,92.562,17,500,1527024,1527505,0.0,709.0,0.9660678642714571
group_8044,NC_004603,1194,1123,82.814,1,1114,1659476,1660592,0.0,1138.0,0.940536013400335
group_8048,NC_004605,882,882,96.485,1,882,939159,938278,0.0,1473.0,1.0
group_8049,NC_004603,225,225,96.889,1,225,1974688,1974912,1.8099999999999998e-104,375.0,1.0
group_8050,NC_004603,210,210,94.286,1,210,1975135,1974926,7.61e-90,325.0,1.0
group_8063,NC_004605,798,798,88.221,1,798,466698,467489,0.0,1017.0,1.0
group_8065,NC_004603,283,283,93.64,1,283,1935797,1936075,1.21e-120,429.0,1.0
group_8085,NC_004603,912,928,83.19,1,912,1633280,1634203,0.0,971.0,1.0175438596491229
group_8090,NC_004605,528,528,85.417,1,528,938772,938278,0.0,631.0,1.0
group_8096,NC_004605,831,831,84.236,1,831,940636,939810,0.0,903.0,1.0
group_8098,NC_004603,900,890,98.09,11,900,1901774,1900885,0.0,1529.0,0.9888888888888889
group_8100,NC_004603,531,427,78.689,1,424,1913230,1912804,1.81e-96,350.0,0.8041431261770244
group_8104,NC_004605,531,532,97.744,1,531,1830569,1830038,0.0,902.0,1.0018832391713748
group_8106,NC_004603,366,367,95.095,1,366,1929737,1929372,1.69e-164,574.0,1.0027322404371584
group_8112,NC_004605,1871,1871,98.022,1,1871,67816,65948,0.0,3201.0,1.0
group_8126,NC_004603,600,565,82.301,1,565,1676963,1676465,3.9499999999999997e-175,610.0,0.9416666666666667
group_8128,NC_004603,1386,1386,100.0,1,1386,1663506,1664891,0.0,2500.0,1.0
group_8130,NC_004605,471,470,90.426,1,470,936445,935976,0.0,645.0,0.9978768577494692
group_8140,NC_004603,661,661,96.067,1,661,1670774,1670114,0.0,1076.0,1.0
group_8152,NC_004603,1836,1797,98.72,40,1836,1679281,1677485,0.0,3138.0,0.9787581699346405
group_8158,NC_004605,312,291,86.598,1,291,945239,944949,1.03e-96,350.0,0.9326923076923077
group_8165,NC_004603,876,876,97.26,1,876,1659277,1660149,0.0,1466.0,1.0
group_8166,NC_004603,372,372,100.0,1,372,375140,374769,0.0,672.0,1.0
group_8190,NC_004603,399,398,91.709,1,398,390899,391296,7.880000000000001e-163,570.0,0.9974937343358395
group_8197,NC_004603,636,636,95.597,1,636,671228,671839,0.0,1039.0,1.0
group_82,NC_004605,405,405,100.0,1,405,999917,1000321,0.0,731.0,1.0
group_8201,NC_004603,1506,1454,79.092,1,1451,390735,389291,0.0,1245.0,0.9654714475431607
group_8206,NC_004603,1020,1021,93.046,1,1020,387470,386450,0.0,1518.0,1.0009803921568627
group_8215,NC_004603,618,543,84.162,2,544,1932582,1932041,1.33e-168,589.0,0.8786407766990292
group_8227,NC_004605,177,149,94.631,5,152,1860058,1860206,3.7099999999999996e-61,230.0,0.8418079096045198
group_8231,NC_004603,285,275,83.636,1,275,1928666,1928940,6.3000000000000004e-80,294.0,0.9649122807017544
group_8245,NC_004605,1077,1068,94.757,10,1076,1395537,1396604,0.0,1671.0,0.9916434540389972
group_8246,NC_004603,564,566,91.343,4,564,1904769,1904207,0.0,794.0,1.00354609929078
group_8247,NC_004605,276,233,69.528,10,242,113501,113733,7.44e-22,101.0,0.8442028985507246
group_8264,NC_004603,594,602,95.681,1,594,1936748,1936147,0.0,972.0,1.0134680134680134
group_8265,NC_004603,495,495,100.0,1,495,1902760,1902266,0.0,893.0,1.0
group_8267,NC_004605,411,411,99.513,1,411,1410144,1409734,0.0,733.0,1.0
group_8274,NC_004603,255,255,92.157,1,255,2256166,2255912,2.5300000000000004e-103,370.0,1.0
group_8290,NC_004605,474,425,69.412,37,461,1333720,1334141,1.7199999999999998e-45,179.0,0.8966244725738397
group_8296,NC_004603,313,313,98.403,1,313,1674181,1673870,1.03e-153,539.0,1.0
group_8301,NC_004603,2493,2493,95.628,1,2493,395892,393400,0.0,4019.0,1.0
group_8306,NC_004605,1026,976,68.238,55,1026,1327585,1326614,2.93e-97,352.0,0.9512670565302144
group_8342,NC_004605,237,242,96.281,1,237,775709,775468,3.04e-108,388.0,1.021097046413502
group_8355,NC_004603,1005,1005,91.343,1,1005,1055249,1056232,0.0,1422.0,1.0
group_8366,NC_004605,136,136,96.324,1,136,658958,659093,4.07e-59,224.0,1.0
group_8371,NC_004605,546,546,97.802,1,546,1612398,1611853,0.0,931.0,1.0
group_8383,NC_004603,117,117,98.291,1,117,515051,515167,3.18e-53,203.0,1.0
group_8390,NC_004605,858,858,96.737,1,858,1366246,1367094,0.0,1425.0,1.0
group_8403,NC_004603,444,445,98.427,1,444,1811610,1811166,0.0,768.0,1.0022522522522523
group_8404,NC_004605,2709,2709,98.08,1,2709,1046430,1043734,0.0,4658.0,1.0
group_8437,NC_004605,543,543,96.869,1,543,759036,759578,0.0,903.0,1.0
group_8443,NC_004603,201,203,92.118,3,201,2146457,2146257,6.36e-78,287.0,1.0099502487562189
group_8444,NC_004603,177,177,98.305,1,177,2146357,2146533,5.87e-84,306.0,1.0
group_8448,NC_004605,534,534,99.251,1,534,1611849,1611316,0.0,946.0,1.0
group_8467,NC_004603,492,450,91.111,43,491,1527057,1527505,1.4600000000000001e-179,625.0,0.9146341463414634
group_8472,NC_004603,159,164,81.098,2,159,1974537,1974700,1.71e-39,158.0,1.0314465408805031
group_8475,NC_004603,288,288,87.153,1,288,1927789,1927502,7.76e-98,353.0,1.0
group_8493,NC_004603,315,315,96.825,1,315,1455125,1455438,2.7900000000000002e-148,520.0,1.0
group_8509,NC_004605,573,586,97.099,1,573,306512,307097,0.0,988.0,1.0226876090750436
group_851,NC_004603,208,208,88.462,1,208,1679815,1679608,1.77e-72,268.0,1.0
group_8538,NC_004605,192,192,96.354,1,192,945427,945236,1.24e-86,315.0,1.0
group_8567,NC_004605,1386,1389,96.976,1,1386,760148,761533,0.0,2313.0,1.0021645021645023
group_8589,NC_004603,945,948,89.346,1,945,1501502,1502446,0.0,1251.0,1.0031746031746032
group_8591,NC_004603,150,150,98.667,1,150,1645896,1646045,5.21e-71,262.0,1.0
group_8655,NC_004605,255,255,90.196,1,255,664073,664326,3.52e-95,344.0,1.0
group_8660,NC_004605,459,443,96.163,1,443,750654,750212,0.0,723.0,0.9651416122004357
group_8669,NC_004603,633,634,86.593,1,633,176878,176246,0.0,754.0,1.0015797788309637
group_8675,NC_004605,228,235,96.596,1,228,893224,892990,2.3900000000000003e-109,390.0,1.030701754385965
group_8681,NC_004605,192,192,96.875,1,192,945427,945236,2.93e-88,320.0,1.0
group_8685,NC_004603,492,492,98.984,1,492,1454541,1455032,0.0,866.0,1.0
group_8698,NC_004603,480,481,73.805,1,475,2850177,2849702,1.98e-76,283.0,1.0020833333333334
group_8702,NC_004605,759,759,88.538,1,759,941645,940888,0.0,974.0,1.0
group_8719,NC_004603,1071,1071,100.0,1,1071,2512965,2511895,0.0,1932.0,1.0
group_8723,NC_004605,1095,1095,98.082,1,1095,757951,759039,0.0,1882.0,1.0
group_8724,NC_004605,867,867,100.0,1,867,757085,757951,0.0,1564.0,1.0
group_875,NC_004603,1011,1012,98.913,1,1011,2532082,2531071,0.0,1773.0,1.0009891196834817
group_8756,NC_004603,900,813,87.7,88,900,1633391,1634203,0.0,1016.0,0.9033333333333333
group_8778,NC_004605,3516,3516,100.0,1,3516,1523179,1519664,0.0,6341.0,1.0
group_8779,NC_004605,11331,11331,98.235,1,11331,1534543,1523249,0.0,19561.0,1.0
group_8803,NC_004605,213,213,95.305,1,213,1151243,1151036,3.5099999999999996e-94,340.0,1.0
group_8819,NC_004603,972,972,100.0,1,972,1445890,1446861,0.0,1754.0,1.0
group_8824,NC_004603,324,324,98.765,1,324,2121568,2121891,2.21e-162,567.0,1.0
group_8830,NC_004603,1017,1017,100.0,1,1017,2530151,2529135,0.0,1835.0,1.0
group_8832,NC_004605,142,142,96.479,1,142,1151654,1151513,2.37e-62,234.0,1.0
group_8856,NC_004603,4386,3700,90.27,1,3695,1627036,1630730,0.0,5032.0,0.84359325125399
group_8888,NC_004605,132,136,92.647,1,132,164458,164592,5.46e-51,196.0,1.0303030303030303
group_8897,NC_004605,405,405,99.012,1,405,638594,638998,0.0,713.0,1.0
group_8909,NC_004603,336,338,78.698,1,335,1968916,1968582,7.05e-74,273.0,1.005952380952381
group_8920,NC_004605,480,486,92.593,1,480,285145,285609,0.0,730.0,1.0125
group_893,NC_004603,903,909,86.139,1,903,1633304,1634203,0.0,1067.0,1.0066445182724253
group_8931,NC_004603,918,836,86.603,88,918,1633391,1634203,0.0,997.0,0.9106753812636166
group_8936,NC_004603,261,230,90.87,1,230,1679611,1679382,4.12e-88,321.0,0.8812260536398467
group_8943,NC_004605,221,221,99.095,1,221,22891,23110,2.81e-108,387.0,1.0
group_895,NC_004603,912,910,84.396,13,912,1633307,1634203,0.0,991.0,0.9978070175438597
group_8984,NC_004603,306,348,83.046,1,306,3078168,3077831,6.37e-112,400.0,1.1372549019607843
group_8989,NC_004603,1185,1185,97.722,1,1185,1440189,1439008,0.0,2014.0,1.0
group_8998,NC_004605,201,201,98.01,1,201,570106,569907,9.419999999999999e-95,342.0,1.0
group_9000,NC_004603,1182,1115,69.955,1,1106,1121252,1122357,5.02e-133,472.0,0.94331641285956
group_9015,NC_004603,909,913,85.542,1,909,1633304,1634203,0.0,1040.0,1.0044004400440043
group_9016,NC_004605,642,642,99.065,1,642,392292,392932,0.0,1128.0,1.0
group_9062,NC_004603,1746,1745,97.88,1,1744,1441102,1439358,0.0,2977.0,0.9994272623138603
group_9079,NC_004605,164,164,96.341,1,164,870312,870474,4.75e-72,266.0,1.0
group_9099,NC_004605,636,636,100.0,1,636,70611,71246,0.0,1148.0,1.0
group_9111,NC_004603,108,106,96.226,3,108,604464,604569,1.4e-44,174.0,0.9814814814814815
group_912,NC_004605,834,834,98.082,1,834,340576,341394,0.0,1442.0,1.0
group_914,NC_004605,1212,1212,98.845,1,1212,339365,340576,0.0,2123.0,1.0
group_9229,NC_004603,543,543,81.031,1,543,1928044,1927502,2.11e-146,516.0,1.0
group_924,NC_004603,150,149,91.275,1,149,391608,391460,2.8899999999999997e-55,211.0,0.9933333333333333
group_9286,NC_004605,717,717,96.653,1,717,938281,937565,0.0,1186.0,1.0
group_9297,NC_004605,180,180,97.222,1,180,668426,668605,7.29e-83,303.0,1.0
group_9312,NC_004605,1362,1362,98.899,1,1362,389632,390987,0.0,2390.0,1.0
group_9344,NC_004605,762,621,98.39,1,621,1868905,1868288,0.0,1074.0,0.8149606299212598
group_9376,NC_004603,219,219,93.607,1,219,1266555,1266349,1.26e-93,339.0,1.0
group_9394,NC_004603,1116,1116,99.731,1,1116,218330,219445,0.0,2000.0,1.0
group_9446,NC_004605,225,225,91.111,1,225,1830814,1830591,5.1900000000000004e-86,313.0,1.0
group_9502,NC_004605,951,942,99.575,1,942,1661034,1661975,0.0,1682.0,0.9905362776025236
group_954,NC_004605,1131,1128,99.557,4,1131,1700691,1701818,0.0,2012.0,0.9973474801061007
group_9542,NC_004605,429,415,93.735,1,415,933840,934254,0.0,632.0,0.9673659673659674
group_9543,NC_004603,453,413,84.262,1,413,1667809,1668221,1.74e-127,453.0,0.9116997792494481
group_9580,NC_004605,147,147,96.599,1,147,1806079,1806225,4.77e-65,243.0,1.0
group_9606,NC_004605,684,699,68.383,1,684,1413728,1413045,3.5000000000000003e-56,215.0,1.0219298245614035
group_9614,NC_004605,331,331,98.489,1,331,812460,812789,1.8500000000000003e-163,572.0,1.0
